ano_idx,[0],[1],"[0, 1]",[2],"[0, 2]","[1, 2]","[0, 1, 2]",[3],"[0, 3]","[1, 3]","[0, 1, 3]","[2, 3]","[0, 2, 3]","[1, 2, 3]","[0, 1, 2, 3]",[4],"[0, 4]","[1, 4]","[0, 1, 4]","[2, 4]","[0, 2, 4]","[1, 2, 4]","[0, 1, 2, 4]","[3, 4]","[0, 3, 4]","[1, 3, 4]","[0, 1, 3, 4]","[2, 3, 4]","[0, 2, 3, 4]","[1, 2, 3, 4]","[0, 1, 2, 3, 4]",[5],"[0, 5]","[1, 5]","[0, 1, 5]","[2, 5]","[0, 2, 5]","[1, 2, 5]","[0, 1, 2, 5]","[3, 5]","[0, 3, 5]","[1, 3, 5]","[0, 1, 3, 5]","[2, 3, 5]","[0, 2, 3, 5]","[1, 2, 3, 5]","[0, 1, 2, 3, 5]","[4, 5]","[0, 4, 5]","[1, 4, 5]","[0, 1, 4, 5]","[2, 4, 5]","[0, 2, 4, 5]","[1, 2, 4, 5]","[0, 1, 2, 4, 5]","[3, 4, 5]","[0, 3, 4, 5]","[1, 3, 4, 5]","[0, 1, 3, 4, 5]","[2, 3, 4, 5]","[0, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]"
1093,0.9984367489814758,0.9997988939285278,0.9998944401741028,0.9999925494194031,0.9999853372573853,0.9999983906745911,0.9998645186424255,0.05708847939968109,0.920556366443634,0.9984877705574036,0.9990882277488708,0.9995852708816528,0.9993733763694763,0.9995866417884827,0.9997280240058899,0.9999176859855652,0.9997774362564087,0.9999720454216003,0.999969482421875,0.9999761581420898,0.9991055727005005,0.9998910427093506,0.999210774898529,0.9751541018486023,0.994480311870575,0.9966713786125183,0.9991881847381592,0.9975541234016418,0.9901092052459717,0.9948871731758118,0.9948300123214722,0.25777730345726013,0.9700756669044495,0.99854576587677,0.9992544651031494,0.9994248151779175,0.9990816116333008,0.9997637271881104,0.9994944334030151,0.21417845785617828,0.8988512754440308,0.9965958595275879,0.9980763792991638,0.9975963234901428,0.996902346611023,0.997565507888794,0.9993844628334045,0.979324996471405,0.9883623719215393,0.9980759620666504,0.9988998770713806,0.9960529208183289,0.9633402228355408,0.9992730617523193,0.9925559759140015,0.959265410900116,0.9799323081970215,0.9968753457069397,0.995646059513092,0.9908400177955627,0.979762852191925,0.9856263995170593,0.9887645840644836
1094,0.9998512864112854,0.8075940608978271,0.9995431303977966,0.999879777431488,1.0,0.9993022680282593,0.9999958276748657,0.05510386824607849,0.9999998807907104,0.9912871718406677,0.9999971389770508,0.9917592406272888,1.0,0.9999946355819702,1.0,0.18550832569599152,1.0,0.9990932941436768,0.9999998807907104,0.9995556473731995,1.0,0.9999979734420776,1.0,0.3923976421356201,1.0,0.999191164970398,0.9999996423721313,0.999154269695282,1.0,0.9999914765357971,1.0,0.3975300192832947,1.0,0.9999903440475464,1.0,0.9972911477088928,1.0,1.0,1.0,0.8463889360427856,1.0,1.0,1.0,0.9944241046905518,1.0,1.0,1.0,0.9518727660179138,1.0,0.9999985098838806,1.0,0.9999150037765503,1.0,0.9999958872795105,1.0,0.9403135180473328,1.0,0.9999728798866272,1.0,0.9993622899055481,1.0,0.9999926686286926,1.0
1095,0.006053510122001171,0.9990493655204773,0.9722606539726257,0.9996952414512634,0.9912655353546143,0.9999505281448364,0.9876852631568909,0.023850034922361374,0.28346356749534607,0.989564061164856,0.8562219142913818,0.9869100451469421,0.9797156453132629,0.9959703683853149,0.9786703586578369,0.8282524347305298,0.9947051405906677,0.9997925758361816,0.9999837279319763,0.9999995231628418,0.9999995231628418,1.0,1.0,0.98089998960495,0.9999910593032837,0.9999403953552246,1.0,0.9999998807907104,1.0,1.0,1.0,0.12899397313594818,0.13567578792572021,0.990091860294342,0.8331425189971924,0.9861758947372437,0.9606295824050903,0.9965016841888428,0.9594359993934631,0.06814490258693695,0.30721384286880493,0.9627333283424377,0.7271711826324463,0.9637975096702576,0.9591668844223022,0.9752130508422852,0.8470936417579651,0.9990516304969788,0.9999988675117493,0.9999927878379822,0.9999997615814209,1.0,1.0,0.9999996423721313,1.0,0.9999594688415527,0.9999973177909851,0.9999841451644897,1.0,0.9999998807907104,1.0,0.9999998807907104,1.0
1096,0.9979175329208374,0.9997988939285278,0.9998877048492432,0.9950065612792969,0.9987784624099731,0.9999344944953918,0.9995031952857971,0.0031425838824361563,0.8418905735015869,0.9978248476982117,0.9987514615058899,0.9219688177108765,0.9790006875991821,0.9968999028205872,0.9987733960151672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2662409842014313,0.9647310972213745,0.9985947012901306,0.9992300868034363,0.938650906085968,0.9747406244277954,0.9980365037918091,0.9981440901756287,0.18568946421146393,0.8090513348579407,0.9950951933860779,0.9973759055137634,0.864853024482727,0.9230402112007141,0.9819970726966858,0.9974846839904785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1097,0.999960720539093,0.9997988939285278,0.9999502897262573,0.9950065612792969,0.9999111294746399,0.9999344944953918,0.9998295903205872,0.09856009483337402,0.9344892501831055,0.9966995120048523,0.9993029236793518,0.9248180985450745,0.9993022084236145,0.9992250800132751,0.999912679195404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3975300192832947,0.9986879825592041,0.999139130115509,0.9998154044151306,0.9567396640777588,0.9970793724060059,0.9984723329544067,0.99960857629776,0.9634655714035034,0.9969711899757385,0.9987291097640991,0.9997665286064148,0.9907383322715759,0.9974960684776306,0.9976865649223328,0.9996967911720276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1098,0.99125736951828,0.1696695238351822,0.956542432308197,0.9999812841415405,0.9999997615814209,0.9985131025314331,0.9997043609619141,0.053820814937353134,0.9996270537376404,0.7417541742324829,0.9973469376564026,0.9977996349334717,0.9999997615814209,0.9991607666015625,0.9999627470970154,0.999993622303009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4082338511943817,0.9999988079071045,0.9897246956825256,1.0,0.9993366003036499,1.0,0.9999886751174927,1.0,0.8538944125175476,0.9999996423721313,0.9998414516448975,1.0,0.9982103705406189,0.9999998807907104,0.9999990463256836,0.9999997615814209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1099,0.02260180003941059,0.7508270740509033,0.5409842133522034,0.9950065612792969,0.92493736743927,0.9754526615142822,0.7661460638046265,0.043458182364702225,0.02840765006840229,0.46938556432724,0.20902377367019653,0.9397459030151367,0.8181971311569214,0.689677357673645,0.49011245369911194,0.4293539822101593,0.8728349208831787,0.9477490186691284,0.9963879585266113,0.9998598098754883,0.9997721910476685,0.9998772740364075,0.9999707937240601,0.9008033275604248,0.9990701079368591,0.990100085735321,0.9999997615814209,0.9999200701713562,0.9999996423721313,0.999923586845398,0.9999998807907104,0.24821673333644867,0.15166784822940826,0.5006905198097229,0.23529492318630219,0.9354689121246338,0.8273379802703857,0.7727610468864441,0.5552359819412231,0.19705797731876373,0.12125837802886963,0.3487609028816223,0.12531086802482605,0.8568024635314941,0.6871002912521362,0.7053458094596863,0.38605114817619324,0.9811944365501404,0.9997580051422119,0.9967658519744873,0.9998650550842285,0.9999963641166687,0.9999976754188538,0.9996192455291748,0.9999932646751404,0.9987881779670715,0.9996770620346069,0.9966367483139038,0.9999516606330872,0.9999432563781738,0.9999990463256836,0.99986332654953,1.0
1100,0.9986312985420227,0.9997580647468567,0.9964587092399597,0.9999812841415405,1.0,0.9999967813491821,0.9999922513961792,1.0,1.0,0.9999988675117493,0.9999591708183289,0.9999990463256836,1.0,0.999988317489624,0.9999797940254211,0.9999176859855652,1.0,0.9999680519104004,0.9999771118164062,0.9999597668647766,1.0,0.9998321533203125,1.0,0.9999694228172302,1.0,0.9999840259552002,0.9998936653137207,0.999885618686676,1.0,0.9997307658195496,1.0,1.0,1.0,0.9999958276748657,1.0,0.9999967217445374,1.0,0.9999948740005493,1.0,0.9999479055404663,1.0,0.9999988675117493,1.0,0.9999984502792358,1.0,0.9999945759773254,0.9999979138374329,0.999934732913971,1.0,0.9999743700027466,1.0,0.9999465346336365,1.0,0.9998561143875122,1.0,0.9999485015869141,1.0,0.9999761581420898,1.0,0.9999286532402039,1.0,0.9997316002845764,1.0
1101,0.4637351334095001,0.9989579916000366,0.9981411695480347,0.9101459980010986,0.8188899755477905,0.9988802075386047,0.9914175868034363,0.005659317132085562,0.18354861438274384,0.9900475740432739,0.9867178201675415,0.5948014855384827,0.590474545955658,0.9816450476646423,0.9792631268501282,0.10061222314834595,0.31807422637939453,0.9813794493675232,0.9843926429748535,0.9842477440834045,0.9660112261772156,0.9991427063941956,0.9985364079475403,0.35035285353660583,0.9105749130249023,0.9750786423683167,0.9999834299087524,0.9822959303855896,0.9994816780090332,0.9960205554962158,0.9999775886535645,0.055106014013290405,0.18553364276885986,0.9839847683906555,0.9736272692680359,0.4784433841705322,0.5138228535652161,0.9801927804946899,0.9429914951324463,0.026154376566410065,0.12609615921974182,0.956371545791626,0.9470087885856628,0.3613811731338501,0.504442572593689,0.8883703351020813,0.9714009761810303,0.29340121150016785,0.9186381697654724,0.9612558484077454,0.9918612241744995,0.9980385303497314,0.9984827637672424,0.9944731593132019,0.9998568892478943,0.7565208077430725,0.9087027907371521,0.9585330486297607,0.9978721141815186,0.9824445247650146,0.9995906352996826,0.9959475994110107,0.9998951554298401
1102,0.9999097585678101,0.4217773377895355,0.9983569979667664,0.999879777431488,1.0,0.9965008497238159,0.9999971985816956,0.0011261312756687403,1.0,0.18029195070266724,0.9996323585510254,0.9952408671379089,1.0,0.926856279373169,0.9999388456344604,0.49762946367263794,1.0,0.9547494649887085,0.9999686479568481,0.9999796748161316,1.0,0.9999678730964661,1.0,0.898476243019104,1.0,0.9875022768974304,0.9999990463256836,0.999980628490448,1.0,0.9999643564224243,1.0,0.3123559057712555,1.0,0.2908315658569336,0.9999998807907104,0.996214747428894,1.0,0.9450711607933044,1.0,0.22725045680999756,1.0,0.14363446831703186,1.0,0.9867037534713745,1.0,0.9575443863868713,0.9999747276306152,0.9945279955863953,1.0,0.9985105395317078,1.0,0.9999994039535522,1.0,0.9999071955680847,1.0,0.9991462826728821,1.0,0.997410237789154,1.0,0.9999874830245972,1.0,0.999960720539093,1.0
